point_id,x_m,y_m,is_fluid,u_cfd_mps,v_cfd_mps,u_ml_mps,v_ml_mps
182,170.3125,4.6875,1,8,0,8.358714470623324,-0.039425793548439586
183,173.4375,4.6875,1,8,0,8.323314636087288,-0.04035206503013328
184,176.5625,4.6875,1,8,0,8.287135908273898,-0.041181124852745915
185,179.6875,4.6875,1,8,0,8.250265444907342,-0.04191097573854777
186,182.8125,4.6875,1,8,0,8.212792070163339,-0.04253985941282753
187,185.9375,4.6875,1,8,0,8.17480606068393,-0.04306626083973019
188,189.0625,4.6875,1,8,0,8.13639892809313,-0.043488911872110986
189,192.1875,4.6875,1,8,0,8.097663198537418,-0.04380679430661307
190,195.3125,4.6875,1,8,0,8.058692189782144,-0.04401914233660852
191,198.4375,4.6875,1,8,0,8.019579786400858,-0.04412544439709358
192,201.5625,4.6875,1,8,0,7.980420213599143,-0.04412544439709358
193,204.6875,4.6875,1,8,0,7.941307810217856,-0.04401914233660852
194,207.8125,4.6875,1,8,0,7.902336801462582,-0.04380679430661307
195,210.9375,4.6875,1,8,0,7.863601071906871,-0.043488911872110986
196,214.0625,4.6875,1,8,0,7.825193939316071,-0.04306626083973019
197,217.1875,4.6875,1,8,0,7.7872079298366605,-0.042539859412827535
198,220.3125,4.6875,1,8,0,7.749734555092658,-0.04191097573854777
199,223.4375,4.6875,1,8,0,7.712864091726102,-0.04118112485274592
200,226.5625,4.6875,1,8,0,7.676685363912712,-0.04035206503013328
201,229.6875,4.6875,1,8,0,7.641285529376676,-0.03942579354843959
202,232.8125,4.6875,1,8,0,7.606749869420047,-0.03840454187679605
203,235.9375,4.6875,1,8,0,7.573161583472627,-0.03729077029993072
204,239.0625,4.6875,1,8,0,7.540601588657253,-0.036087161991127145
205,242.1875,4.6875,1,8,0,7.509148324853352,-0.03479661654822486
206,245.3125,4.6875,1,8,0,7.478877565728408,-0.033422243008234265
207,248.4375,4.6875,1,8,0,7.449862236192558,-0.031967352357394084
208,251.5625,4.6875,1,8,0,7.422172236716098,-0.030435449554715572
209,254.6875,4.6875,1,8,0,7.395874274933123,-0.02883022508822923
210,257.8125,4.6875,1,8,0,7.371031704936998,-0.027155546084275835
211,260.9375,4.6875,1,8,0,7.347704374654796,-0.02541544699126053
212,264.0625,4.6875,1,8,0,7.3259484816684,-0.02361411986031304
213,267.1875,4.6875,1,8,0,7.305816437829605,-0.021755904246269435
214,270.3125,4.6875,1,8,0,7.287356742995376,-0.01984527675330442
215,273.4375,4.6875,1,8,0,7.27061386818745,-0.017886840250399744
216,276.5625,4.6875,1,8,0,7.255628148457739,-0.01588531278262969
217,279.6875,4.6875,1,8,0,7.242435685717668,-0.013845516204977171
218,282.8125,4.6875,1,8,0,7.2310682617654995,-0.011772364566062907
219,285.9375,4.6875,1,8,0,7.221553261721204,-0.009670852269771647
220,289.0625,4.6875,1,8,0,7.2139136080533035,-0.007546042043295889
221,292.1875,4.6875,1,8,0,7.208167705356638,-0.005403052740582573
222,295.3125,4.6875,1,8,0,7.204329396014088,-0.003247047010565705
223,298.4375,4.6875,1,8,0,7.202407926849053,-0.0010832188598926564
224,301.5625,4.6875,1,8,0,7.202407926849053,0.00108321885989264
225,304.6875,4.6875,1,8,0,7.204329396014088,0.0032470470105657274
226,307.8125,4.6875,1,8,0,7.208167705356638,0.005403052740582556
227,310.9375,4.6875,1,8,0,7.2139136080533035,0.007546042043295834
228,314.0625,4.6875,1,8,0,7.221553261721204,0.00967085226977163
229,317.1875,4.6875,1,8,0,7.2310682617654995,0.011772364566062893
230,320.3125,4.6875,1,8,0,7.242435685717668,0.013845516204977157
231,323.4375,4.6875,1,8,0,7.255628148457739,0.015885312782629637
232,326.5625,4.6875,1,8,0,7.27061386818745,0.01788684025039973
233,329.6875,4.6875,1,8,0,7.287356742995376,0.01984527675330437
234,332.8125,4.6875,1,8,0,7.305816437829605,0.02175590424626942
235,335.9375,4.6875,1,8,0,7.3259484816684,0.023614119860313025
236,339.0625,4.6875,1,8,0,7.347704374654796,0.025415446991260544
237,342.1875,4.6875,1,8,0,7.371031704936998,0.027155546084275818
238,345.3125,4.6875,1,8,0,7.3958742749331225,0.028830225088229213
239,348.4375,4.6875,1,8,0,7.422172236716098,0.030435449554715565
240,351.5625,4.6875,1,8,0,7.449862236192558,0.0319673523573941
241,354.6875,4.6875,1,8,0,7.478877565728407,0.033422243008234244
242,357.8125,4.6875,1,8,0,7.509148324853352,0.03479661654822486
243,360.9375,4.6875,1,8,0,7.540601588657253,0.03608716199112713
244,364.0625,4.6875,1,8,0,7.573161583472627,0.037290770299930685
245,367.1875,4.6875,1,8,0,7.606749869420046,0.03840454187679604
246,370.3125,4.6875,1,8,0,7.641285529376675,0.03942579354843958
247,373.4375,4.6875,1,8,0,7.676685363912713,0.040352065030133284
248,376.5625,4.6875,1,8,0,7.712864091726102,0.04118112485274591
249,379.6875,4.6875,1,8,0,7.749734555092658,0.04191097573854777
250,382.8125,4.6875,1,8,0,7.7872079298366605,0.04253985941282753
251,385.9375,4.6875,1,8,0,7.825193939316071,0.04306626083973019
252,389.0625,4.6875,1,8,0,7.86360107190687,0.04348891187211098
253,392.1875,4.6875,1,8,0,7.902336801462582,0.04380679430661307
254,395.3125,4.6875,1,8,0,7.941307810217856,0.04401914233660852
255,398.4375,4.6875,1,8,0,7.980420213599143,0.04412544439709358
256,1.5625,7.8125,1,8,0,8.019485333650321,0.07342428443547669
257,4.6875,7.8125,1,8,0,8.058409059075483,0.07324739890306387
258,7.8125,7.8125,1,8,0,8.097192071961306,0.07289405397097916
259,10.9375,7.8125,1,8,0,8.135740940632752,0.07236510087811329
260,14.0625,7.8125,1,8,0,8.173962797488713,0.07166181391879783
261,17.1875,7.8125,1,8,0,8.21176556272818,0.07078588737291838
262,20.3125,7.8125,1,8,0,8.249058166178564,0.06973943142424614
263,23.4375,7.8125,1,8,0,8.285750766691704,0.06852496707682013
264,26.5625,7.8125,1,8,0,8.321754968579073,0.0671454200816278
265,29.6875,7.8125,1,8,0,8.356984034564729,0.06560411388821463
266,32.8125,7.8125,1,8,0,8.391353094743009,0.06390476163820306
267,35.9375,7.8125,1,8,0,8.424779351037571,0.062051457220009015
268,39.0625,7.8125,1,8,0,8.457182276669206,0.06004866540630621
269,42.1875,7.8125,1,8,0,8.488483810151909,0.05790121109799773
270,45.3125,7.8125,1,8,0,8.518608543349824,0.05561426770060706
271,48.4375,7.8125,1,8,0,8.547483903142068,0.05319334466109108
272,51.5625,7.8125,1,8,0,8.575040326257716,0.050644274195099814
273,54.6875,7.8125,1,8,0,8.601211426859825,0.047973197236658056
274,57.8125,7.8125,1,8,0,8.625934156474727,0.04518654864411735
275,60.9375,7.8125,1,8,0,8.649148955881326,0.04229104169801877
276,64.0625,7.8125,1,8,0,8.670799898594472,0.03929365192821191
277,67.1875,7.8125,1,8,0,8.690834825596772,0.036201600309192554
278,70.3125,7.8125,1,8,0,8.709205470994226,0.03302233586414266
279,73.4375,7.8125,1,8,0,8.725867578292993,0.029763517719581044
280,76.5625,7.8125,1,8,0,8.74078100701716,0.026432996653856695
281,79.6875,7.8125,1,8,0,8.75390982941067,0.023038796183936137
282,82.8125,7.8125,1,8,0,8.765222416990428,0.019589093236048266
283,85.9375,7.8125,1,8,0,8.774691516742086,0.01609219844675284
284,89.0625,7.8125,1,8,0,8.782294316774953,0.012556536141889067
285,92.1875,7.8125,1,8,0,8.788012501277818,0.008990624041636808
286,95.3125,7.8125,1,8,0,8.791832294643362,0.005403052740582584
287,98.4375,7.8125,1,8,0,8.793744494654792,0.0018024650122247716
288,101.5625,7.8125,1,8,0,8.793744494654792,-0.001802465012224779
289,104.6875,7.8125,1,8,0,8.791832294643362,-0.005403052740582592
290,107.8125,7.8125,1,8,0,8.788012501277818,-0.008990624041636782
291,110.9375,7.8125,1,8,0,8.782294316774953,-0.01255653614188904
292,114.0625,7.8125,1,8,0,8.774691516742088,-0.016092198446752817
293,117.1875,7.8125,1,8,0,8.765222416990428,-0.019589093236048256
294,120.3125,7.8125,1,8,0,8.75390982941067,-0.023038796183936127
295,123.4375,7.8125,1,8,0,8.74078100701716,-0.026432996653856688
296,126.5625,7.8125,1,8,0,8.725867578292993,-0.029763517719581023
297,129.6875,7.8125,1,8,0,8.709205470994226,-0.03302233586414264
298,132.8125,7.8125,1,8,0,8.690834825596772,-0.03620160030919255
299,135.9375,7.8125,1,8,0,8.670799898594472,-0.039293651928211895
300,139.0625,7.8125,1,8,0,8.649148955881326,-0.042291041698018776
301,142.1875,7.8125,1,8,0,8.625934156474727,-0.04518654864411734
302,145.3125,7.8125,1,8,0,8.601211426859825,-0.04797319723665803
303,148.4375,7.8125,1,8,0,8.575040326257716,-0.050644274195099814
304,151.5625,7.8125,1,8,0,8.547483903142068,-0.05319334466109107
305,154.6875,7.8125,1,8,0,8.518608543349824,-0.05561426770060706
306,157.8125,7.8125,1,8,0,8.488483810151909,-0.05790121109799773
307,160.9375,7.8125,1,8,0,8.457182276669206,-0.06004866540630622
308,164.0625,7.8125,1,8,0,8.424779351037571,-0.062051457220009
309,167.1875,7.8125,1,8,0,8.391353094743009,-0.06390476163820305
310,170.3125,7.8125,1,8,0,8.356984034564729,-0.06560411388821463
311,173.4375,7.8125,1,8,0,8.321754968579073,-0.0671454200816278
312,176.5625,7.8125,1,8,0,8.285750766691704,-0.06852496707682011
313,179.6875,7.8125,1,8,0,8.249058166178564,-0.06973943142424614
314,182.8125,7.8125,1,8,0,8.21176556272818,-0.07078588737291838
315,185.9375,7.8125,1,8,0,8.173962797488713,-0.07166181391879783
316,189.0625,7.8125,1,8,0,8.135740940632752,-0.07236510087811329
317,192.1875,7.8125,1,8,0,8.097192071961306,-0.07289405397097916
318,195.3125,7.8125,1,8,0,8.058409059075485,-0.07324739890306387
319,198.4375,7.8125,1,8,0,8.019485333650321,-0.07342428443547669
320,201.5625,7.8125,1,8,0,7.98051466634968,-0.07342428443547669
321,204.6875,7.8125,1,8,0,7.941590940924516,-0.07324739890306387
322,207.8125,7.8125,1,8,0,7.902807928038695,-0.07289405397097916
323,210.9375,7.8125,1,8,0,7.864259059367248,-0.07236510087811329
324,214.0625,7.8125,1,8,0,7.826037202511288,-0.07166181391879783
325,217.1875,7.8125,1,8,0,7.78823443727182,-0.0707858873729184
326,220.3125,7.8125,1,8,0,7.750941833821436,-0.06973943142424614
327,223.4375,7.8125,1,8,0,7.714249233308295,-0.06852496707682013
328,226.5625,7.8125,1,8,0,7.678245031420926,-0.0671454200816278
329,229.6875,7.8125,1,8,0,7.643015965435271,-0.06560411388821465
330,232.8125,7.8125,1,8,0,7.608646905256991,-0.06390476163820308
331,235.9375,7.8125,1,8,0,7.575220648962429,-0.06205145722000903
332,239.0625,7.8125,1,8,0,7.542817723330794,-0.06004866540630623
333,242.1875,7.8125,1,8,0,7.511516189848092,-0.057901211097997736
334,245.3125,7.8125,1,8,0,7.481391456650176,-0.05561426770060707
335,248.4375,7.8125,1,8,0,7.452516096857932,-0.05319334466109108
336,251.5625,7.8125,1,8,0,7.424959673742284,-0.05064427419509982
337,254.6875,7.8125,1,8,0,7.398788573140175,-0.04797319723665807
338,257.8125,7.8125,1,8,0,7.374065843525272,-0.045186548644117336
339,260.9375,7.8125,1,8,0,7.3508510441186745,-0.04229104169801877
340,264.0625,7.8125,1,8,0,7.329200101405528,-0.03929365192821191
341,267.1875,7.8125,1,8,0,7.309165174403227,-0.03620160030919256
342,270.3125,7.8125,1,8,0,7.290794529005773,-0.03302233586414268
343,273.4375,7.8125,1,8,0,7.274132421707008,-0.029763517719581068
344,276.5625,7.8125,1,8,0,7.259218992982841,-0.02643299665385673
345,279.6875,7.8125,1,8,0,7.246090170589331,-0.02303879618393613
346,282.8125,7.8125,1,8,0,7.234777583009573,-0.019589093236048273
347,285.9375,7.8125,1,8,0,7.225308483257913,-0.016092198446752852
348,289.0625,7.8125,1,8,0,7.217705683225048,-0.012556536141889089
349,292.1875,7.8125,1,8,0,7.211987498722182,-0.008990624041636783
350,295.3125,7.8125,1,8,0,7.208167705356638,-0.005403052740582577
351,298.4375,7.8125,1,8,0,7.206255505345209,-0.001802465012224781
352,301.5625,7.8125,1,8,0,7.206255505345209,0.0018024650122247538
353,304.6875,7.8125,1,8,0,7.208167705356638,0.0054030527405826145
354,307.8125,7.8125,1,8,0,7.211987498722182,0.008990624041636756
355,310.9375,7.8125,1,8,0,7.217705683225048,0.012556536141889
356,314.0625,7.8125,1,8,0,7.225308483257913,0.016092198446752824
357,317.1875,7.8125,1,8,0,7.234777583009572,0.01958909323604825
358,320.3125,7.8125,1,8,0,7.24609017058933,0.023038796183936106
359,323.4375,7.8125,1,8,0,7.259218992982841,0.026432996653856646
360,326.5625,7.8125,1,8,0,7.274132421707008,0.029763517719581044
361,329.6875,7.8125,1,8,0,7.290794529005773,0.0330223358641426
362,332.8125,7.8125,1,8,0,7.309165174403227,0.03620160030919254
363,335.9375,7.8125,1,8,0,7.329200101405528,0.03929365192821189
364,339.0625,7.8125,1,8,0,7.3508510441186745,0.04229104169801879
365,342.1875,7.8125,1,8,0,7.374065843525272,0.045186548644117315
366,345.3125,7.8125,1,8,0,7.398788573140174,0.04797319723665804
367,348.4375,7.8125,1,8,0,7.424959673742284,0.05064427419509981
368,351.5625,7.8125,1,8,0,7.4525160968579325,0.05319334466109111
369,354.6875,7.8125,1,8,0,7.481391456650175,0.055614267700607026
370,357.8125,7.8125,1,8,0,7.511516189848092,0.05790121109799774
371,360.9375,7.8125,1,8,0,7.542817723330794,0.06004866540630621
372,364.0625,7.8125,1,8,0,7.5752206489624285,0.062051457220008974
373,367.1875,7.8125,1,8,0,7.6086469052569905,0.06390476163820305
374,370.3125,7.8125,1,8,0,7.6430159654352705,0.06560411388821462
375,373.4375,7.8125,1,8,0,7.678245031420927,0.06714542008162781
376,376.5625,7.8125,1,8,0,7.714249233308295,0.0685249670768201
377,379.6875,7.8125,1,8,0,7.750941833821436,0.06973943142424614
378,382.8125,7.8125,1,8,0,7.788234437271819,0.07078588737291838
379,385.9375,7.8125,1,8,0,7.826037202511288,0.07166181391879783
380,389.0625,7.8125,1,8,0,7.864259059367248,0.07236510087811328
381,392.1875,7.8125,1,8,0,7.902807928038695,0.07289405397097916
382,395.3125,7.8125,1,8,0,7.941590940924516,0.07324739890306387
383,398.4375,7.8125,1,8,0,7.98051466634968,0.07342428443547669
384,1.5625,10.9375,1,8,0,8.019343939024306,0.10254623894144697
385,4.6875,10.9375,1,8,0,8.057985215829481,0.10229919606984732
386,7.8125,10.9375,1,8,0,8.096486801170817,0.10180570547456408
387,10.9375,10.9375,1,8,0,8.134755941356888,0.101066956017666
388,14.0625,10.9375,1,8,0,8.172700442677003,0.10008472741130152
389,17.1875,10.9375,1,8,0,8.210228893503936,0.09886138593021641
390,20.3125,10.9375,1,8,0,8.247250884512544,0.09739987871119075
